ApsimVersion = 7.6
Title = PFnew agwt
           Date  AboveGroundWt  BelowGroundWt   surfaceom_wt
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)        (kg/ha)
     22/09/2009         8923.2         3528.1         6560.7
     23/09/2009         8699.6         3529.3         6834.2
     24/09/2009         8500.1         3520.8         7058.8
     25/09/2009         8367.7         3526.6         7263.0
     26/09/2009         8254.7         3535.8         7440.7
     27/09/2009         8160.9         3539.1         7597.7
     28/09/2009         8082.3         3551.0         7736.6
     29/09/2009         8092.4         3551.3         7770.2
     30/09/2009         8125.1         3546.3         7778.3
     01/10/2009         7992.2         3533.4         7907.4
     02/10/2009         7893.6         3530.3         8006.0
     03/10/2009         7829.6         3534.8         8103.6
     04/10/2009         7780.0         3542.0         8187.3
     05/10/2009         7740.5         3546.5         8260.3
     06/10/2009         7712.1         3548.6         8325.6
     07/10/2009         7691.9         3558.6         8383.8
     08/10/2009         7641.6         3551.5         8437.5
     09/10/2009         7599.4         3547.9         8474.3
     10/10/2009          909.3         3547.9         8467.4
     11/10/2009          909.3         3547.9         8467.2
     12/10/2009          909.3         3547.9         1669.8
     13/10/2009          909.4         3547.9         1666.6
     14/10/2009          909.4         3547.9         1665.2
     15/10/2009          907.9         3547.2         1658.8
     16/10/2009          907.6         3545.8         1651.1
     17/10/2009          910.6         3545.8         1644.6
     18/10/2009          910.8         3545.8         1641.2
     19/10/2009          908.6         3541.5         1633.8
     20/10/2009          907.4         3528.3         1631.7
     21/10/2009          902.4         3514.5         1629.5
     22/10/2009          897.0         3499.4         1609.3
     23/10/2009          895.6         3497.6         1601.0
     24/10/2009          896.1         3497.6         1598.4
     25/10/2009          894.9         3497.0         1591.9
     26/10/2009          892.9         3492.9         1579.1
     27/10/2009          892.6         3491.2         1571.0
     28/10/2009          891.5         3489.7         1563.7
     29/10/2009          888.3         3480.4         1553.5
     30/10/2009          884.6         3469.9         1532.4
     31/10/2009          883.2         3461.7         1521.9
     01/11/2009          885.9         3460.7         1515.3
     02/11/2009          883.9         3452.9         1507.2
     03/11/2009          883.8         3449.5         1499.0
     04/11/2009          883.8         3449.5         1497.9
     05/11/2009          883.0         3448.7         1492.7
     06/11/2009          882.3         3448.0         1487.8
     07/11/2009          878.1         3435.1         1483.8
     08/11/2009          880.8         3420.5         1479.4
     09/11/2009          881.2         3405.2         1474.9
     10/11/2009          885.0         3394.9         1470.3
     11/11/2009          886.2         3388.6         1466.2
     12/11/2009          884.4         3385.8         1462.7
     13/11/2009          881.5         3378.8         1459.7
     14/11/2009          878.2         3370.1         1457.0
     15/11/2009          878.7         3367.9         1454.4
     16/11/2009          878.7         3367.9         1454.0
     17/11/2009          877.3         3365.6         1451.3
     18/11/2009          878.8         3364.3         1449.2
     19/11/2009          879.2         3364.1         1447.2
     20/11/2009          880.4         3364.1         1445.4
     21/11/2009          879.8         3363.6         1443.3
     22/11/2009          879.8         3363.6         1442.1
     23/11/2009          877.6         3357.3         1437.3
     24/11/2009          876.3         3350.0         1432.4
     25/11/2009          874.9         3347.0         1421.9
     26/11/2009          875.2         3347.0         1419.8
     27/11/2009          875.2         3347.0         1419.8
     28/11/2009          875.2         3347.0         1418.5
     29/11/2009          874.7         3346.8         1413.2
     30/11/2009          874.7         3346.8         1412.2
     01/12/2009          874.7         3346.8         1410.5
     02/12/2009          872.7         3341.4         1397.6
     03/12/2009          872.7         3341.4         1397.6
     04/12/2009          872.7         3341.4         1397.6
     05/12/2009          872.7         3341.4         1397.6
     06/12/2009          872.7         3341.4         1397.6
     07/12/2009          872.7         3341.4         1397.6
